n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
13229;1.0 / (p1 + abs(x) ^ (p2 - abs(p3 + x) ^ p4));-1003.5837540813112;[-0.42048564881165096, 0.5829781848096008, 0.2680433314173567, -0.05946751076067136, 0.08061331655790646, -0.5026047376872991, -0.7398697720400651];166090432;1397419;803641.7404013594;-1003.5837540813112
15550;p1 + p2 / (p3 - abs(1.0 / (p4 + x)) ^ p5);-1005.7316891918359;[-0.09580795743114762, 1.5835364454680105, 0.040439131813737, -0.011111255209357648, 0.7043168446687625, -0.07999367952720271, -0.5024420067019892, -0.7399482706846036];194670642;1641655;942013.6767740556;-1005.7316891918359
17751;abs(x / p1 ^ (abs(p2 + x) ^ p3)) ^ p4;-1007.2522714474087;[-0.3487728793846551, -0.011126302875246387, 0.3356462318035643, 0.5129862041705024, 0.07995916217316253, -0.50263839706281, 0.7401572314104704];222792118;1885745;1079272.4078061779;-1007.2522714474087
32960;x / p1 ^ (p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-1007.5523644757578;[0.06295567201631226, -0.1914382654986521, 0.011994070103187364, -0.34818187524223226, 0.08036403961516476, -0.5025973856817813, 0.7398690517673692];419161889;3554431;2020130.0255127966;-1007.5523644757578
83581;p1 * x + x / (p2 + abs(p3 + x) ^ p4);-1008.3842076442954;[0.7933865256463275, 0.08702483899134887, -0.011283334244719303, 0.5958023025149234, -0.08009499144968701, -0.5025891262380808, 0.7402690674814251];1069517790;8993095;5168545.359498992;-1008.3842076442954
97600;p1 * abs(abs(x) ^ (abs(p2 + x) ^ p3)) ^ p4;-1008.4690202122714;[1.747564319446964, -0.017909737352990746, 0.03062826211182477, 0.7151003834507682, -0.07933671148462144, -0.5024704977497053, -0.7398659654513742];1248241699;10494828;6030605.291848511;-1008.4690202122714
144442;abs(x * p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487655406347;[-2.9562427182851305, -0.03133256165870058, -0.34319839680996617, 0.5014909889158504, 0.08006189693490223, -0.5024990574609371, 0.7398515092177762];1848570473;15568183;8925223.082720261;-1008.9487655406347
200231;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];2558446057;21530999;12366216.154438177;-1010.8428845212311
713330;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];9116249155;76839805;44111891.11178343;-1011.7646849614036
909821;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];11614976112;97937244;56156020.33717335;-1013.2384637845921
917309;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];11710235960;98744323;56614578.51583929;-1013.2384638792784
